Time,Test
21.198795529001337,A
19.172516541885926,A
19.139556313678472,A
20.03443421444191,A
21.534336277582312,A
19.89868910751077,A
20.525036999362335,A
19.706122981655223,A
19.449841946885286,A
19.849081715868067,A
21.320403258043076,A
19.613838570608756,A
22.111155833560005,A
20.013348479936198,A
20.419928535980322,A
20.32125676656321,A
20.13432243617335,A
19.855985969994993,A
21.827505017164082,A
20.11971782543719,A
20.595163076812433,A
21.403698985339357,A
20.020004698830007,A
20.36639989574208,A
19.417164265692207,A
21.54658345528693,A
20.01971700207707,A
21.24660689503477,A
19.248059486001505,A
22.194454362467923,A
19.91869567831817,A
20.116518344141518,A
22.19472156213355,A
19.590592401698228,A
20.559559179405117,A
20.05648362401366,A
19.62733574904192,A
20.720851428283186,A
18.363811465082367,A
20.626702929250413,A
18.5121964444822,A
19.961715246878107,A
20.20812308653201,A
21.099269010090648,A
20.003261642078932,A
19.950014538165284,A
18.42162353849445,A
19.507504152792055,A
18.897420543728018,A
20.119862648652873,A
21.805853459381424,A
19.86908264650369,A
19.248985382060944,A
19.506733335586517,A
18.533595313626833,A
20.57773707957564,A
19.028661883195447,A
19.18970195306154,A
19.345882855747035,A
18.933161926499334,A
20.401453845616192,A
20.319249304723265,A
19.186318928061258,A
20.914678591828775,A
18.6948700930796,A
21.73329752855373,A
20.695387845448984,A
20.086750853286706,A
20.628907514142682,A
18.59045024781583,A
19.24827991534287,A
21.28274592626968,A
21.12774854202523,A
20.226477855118944,A
20.432638353927075,A
19.58037115656832,A
19.197943926408783,A
17.460822490292898,A
19.256167314504577,A
20.28032853027718,A
19.189539312917024,A
20.718495892198753,A
20.1748053444297,A
20.75002645195584,A
22.31063894910544,A
19.830706083024538,A
18.824953143283818,A
19.86620060557062,A
20.191717531027287,A
20.856173401796152,A
18.436031551392674,A
21.675552922111947,A
20.118663169664416,A
19.0723615094132,A
21.12049792974716,A
17.72135335461837,A
19.745704774307583,A
19.87561943145297,A
18.504769728180978,A
18.600627808006514,A
19.896582563857102,A
20.890787713439973,A
20.443700605818194,A
18.631098402756123,A
17.725340736137056,A
18.104424521119117,A
19.248018685190946,A
20.679588699604828,A
19.19399873909992,A
20.87653186714271,A
18.17765666999707,A
19.60894827994795,A
20.15149771146264,A
21.24245211936675,A
19.21099764848772,A
20.35410185774942,A
20.93431120159086,A
19.491078359403055,A
21.14289831574053,A
18.11499513375888,A
20.00047934980622,A
18.82512963673713,A
19.863462664367823,A
20.946458811169027,A
20.57428853127696,A
19.583220785382913,A
18.896347611827764,A
19.483617643950122,A
19.35574487268282,A
19.97425834892806,A
19.802518066907332,A
19.744199797181828,A
20.446143536229044,A
20.992691846565396,A
20.076147163896934,A
21.131705271553106,A
18.449888016302705,A
19.913273262984042,A
20.32467086505881,A
19.481308396110567,A
20.108112236983764,A
19.86826753122587,A
20.384457120951225,A
20.637678351181314,A
20.95365506731815,A
19.512702612425446,A
19.973271721307846,A
20.839857585430998,A
19.008309212785797,A
20.00158000957221,A
18.301950845685965,A
21.844669633306154,A
20.82208960057058,A
18.905869685015492,A
19.278150344514184,A
19.97582911094503,A
18.619295516406282,A
20.127612968883987,A
19.738171876124955,A
20.393585176002254,A
18.85733904952801,A
18.827063301719605,A
18.16672151011467,A
19.984215449741733,A
18.49709284027906,A
18.37449855533825,A
20.040061434323796,A
23.0145713822262,A
19.057233942075257,A
20.056801956017484,A
20.29416774375483,A
18.364114596977053,A
20.64342064951493,A
18.27425669737937,A
21.033328136443686,A
19.18647023240257,A
20.28430399216284,A
19.81866871079225,A
17.73696180199349,A
20.227811613581103,A
18.52846178597642,A
19.93184413840997,A
20.725135280825697,A
20.63759844264807,A
19.091834643897396,A
20.921809506346563,A
21.57127589354296,A
21.879422013093624,A
19.64242693828226,A
19.391504009014486,A
20.764638591607806,A
19.121357492417943,A
19.499596165186773,A
20.97289900403186,A
19.917878758023008,A
20.19966475707581,A
19.188519732012757,A
19.991741774572624,A
20.029299210075923,A
20.161249988327903,A
20.316389360968095,A
18.98841469654171,A
18.99811466409614,A
21.2816721549949,A
21.48145090093667,A
19.675927168968506,A
21.234047924339123,A
19.712755107334825,A
19.45811134816766,A
21.808913852320423,A
21.693939572832655,A
19.838447896031045,A
21.53622336807554,A
20.504541963108345,A
20.741088363682636,A
19.487856227523345,A
18.913728019875386,A
19.994840849053837,A
22.111266900007344,A
20.43656461216721,A
21.34427555889569,A
18.649713675457075,A
19.259740080934968,A
19.907617675928094,A
19.28271649424942,A
20.623516836530733,A
19.457323038180135,A
21.024815433123806,A
19.980409261187926,A
18.564349773358536,A
18.762153336267314,A
19.05623600921043,A
20.617083643920402,A
19.157780526474514,A
19.9625174027896,A
20.324773248360962,A
20.93165630019735,A
19.468208464668443,A
20.420922903500333,A
18.145805568316284,A
17.857542552023773,A
21.038680619816702,A
21.57834538913142,A
19.270093246449335,A
21.45043533488589,A
19.851999744364303,A
20.87835805155296,A
20.06580109991688,A
20.36148249673604,A
20.110313858346046,A
19.87093958055428,A
20.251027352537328,A
21.112597302937353,A
19.677503399229636,A
19.405874947755073,A
20.538066176057434,A
20.08982655108673,A
21.137712719730956,A
20.21936961713991,A
19.735474808310773,A
19.88567423374424,A
19.187548404259076,A
20.21684304073347,A
20.502782826967085,A
22.51335213284908,A
20.990394288071098,A
19.11710285415606,A
19.67228104149597,A
20.78357737366558,A
19.949613033081803,A
19.965860863957413,A
21.844668949584833,A
19.521577705081306,A
21.010075317800457,A
19.40426809120502,A
19.97408822316895,A
23.05461756478555,A
17.950089894355994,A
20.51258002346233,A
21.310235338503,A
18.883723108935133,A
21.7292477532683,A
18.570532011334034,A
20.24838454375696,A
20.58070408159594,A
19.777823937627566,A
20.136165988967846,A
21.44180772422553,A
20.41090801617959,A
21.2767637218666,A
19.507473030410054,A
20.74911901881792,A
19.44466519166039,A
18.078723881053183,A
19.296510047225073,A
19.91194333740489,A
18.6684907162194,A
20.204157896530486,A
20.80664486165907,A
19.49852003567509,A
20.982891288733125,A
21.35544282695053,A
20.44734908880679,A
19.25473827917669,A
20.177824777795028,A
18.96938591696513,A
18.966468546150686,A
19.964759627088345,A
20.539595518099986,A
19.376620230107974,A
19.88197579780012,A
19.79402656926431,A
19.274932048772293,A
18.98794191509923,A
19.891021607447737,A
19.821138190671046,A
20.051372688210257,A
19.77284252334716,A
17.857026379325358,A
19.04502042608707,A
19.02687728576111,A
18.720396523376202,A
20.848190753610613,A
20.018964223891604,A
21.25324652993141,A
19.24699613412741,A
18.406594591285067,A
20.118625477239576,A
20.361975129839305,A
20.862956871320975,A
21.892214697063284,A
19.47366103470268,A
20.282037327034807,A
18.62122367488122,A
21.452459824117604,A
20.242941720661957,A
20.03782573625685,A
22.03984358816497,A
20.925850378162043,A
19.770027992602873,A
21.50386407918175,A
20.5752646732446,A
21.05129126382102,A
20.848285906514306,A
22.08211024365904,A
19.548896219610032,A
20.931583732053834,A
22.3554647453007,A
18.499775158228687,A
19.897746013730806,A
20.789672652495277,A
18.019852599496502,A
19.68207395259851,A
18.999886263381615,A
20.66656146556036,A
19.57314961832065,A
21.599002487637282,A
20.126696312144816,A
20.190484910550477,A
19.934827963909495,A
21.760457670702774,A
18.244004888545525,A
20.26019388286106,A
18.98438034746839,A
20.55941835266126,A
18.968327422673717,A
20.930552637835664,A
20.029122019569726,A
19.636621133585525,A
21.40987220807098,A
22.393271532962537,A
20.433942247749073,A
21.773101448980565,A
20.853940631754522,A
21.24800074180064,A
22.77304416887181,A
20.082338033396454,A
20.976724381581818,A
19.362206325883083,A
19.777106972551728,A
19.583773342126186,A
20.57610639595167,A
18.61118774847609,A
18.418434173636925,A
20.624422407170137,A
21.001076579024023,A
19.914677044157795,A
19.726937155784825,A
20.568663060996574,A
19.98443703854947,A
20.083884490498782,A
19.261141451018002,A
20.490098403806588,A
21.69170329095752,A
20.506318777893394,A
17.8529514214515,A
19.9163084562035,A
19.011357623329314,A
19.34987260317887,A
21.113020067990455,A
19.97422265155795,A
20.106335367495948,A
22.139586190265756,A
22.994183819011372,A
20.626006935511327,A
19.27486993858355,A
20.822778463144818,A
19.766364009817572,A
20.00341585037708,A
19.751792779564017,A
20.409744577631418,A
19.958899160691928,A
19.782939041056895,A
20.205861146570314,A
19.153835952009725,A
19.52293075761704,A
17.286381396413926,A
20.778123092957134,A
21.202394164866355,A
19.9000931371935,A
20.20975753068869,A
18.93002702546341,A
18.67547846620826,A
20.024450805947993,A
19.25511042597546,A
19.187201155058546,A
19.650898801673673,A
21.25589210484045,A
21.975548301388475,A
19.996220840346147,A
20.83821412537711,A
21.532491334901984,A
19.52132203073772,A
20.65454109178265,A
17.554366053915988,A
21.079859207957604,A
19.68911758525583,A
20.423818237902353,A
21.254129661744262,A
20.611342581007094,A
18.636904694939663,A
20.7738733785392,A
18.202318416464767,A
20.451620516574717,A
20.329983400669327,A
19.322965794528006,A
17.031173193528925,A
19.21737850505314,A
19.76102731337496,A
18.41946175021973,A
21.141706776320845,A
20.852112409259433,A
20.431030634390552,A
19.594941769646567,A
18.976645233092512,A
20.24100522338172,A
18.899355788035088,A
22.102189028410805,A
19.511972846031856,A
18.64309148558112,A
19.025765498390033,A
21.350217200711626,A
19.463647317806927,A
19.92684609902248,A
19.46693810803545,A
19.27564771960681,A
19.480554384869464,A
19.81593842833898,A
18.51044842430421,A
19.70660206004058,A
20.38099594195174,A
19.893427000394745,A
20.629889574119638,A
19.725372392046506,A
19.42800973132082,A
19.825685667261425,A
20.849790722667848,A
19.966332461058823,A
18.961131752040142,A
19.604348379961017,A
21.41090723590619,A
19.811856662523805,A
20.718347515730727,A
20.494777921919628,A
20.318270109910692,A
20.354002784236023,A
21.170166414996572,A
19.68607117225623,A
19.782182879833364,A
21.381328310671528,A
20.107985128609776,A
19.16521246728562,A
19.047546993025726,A
21.860516377403194,A
19.00231638808451,A
20.316701996055947,A
19.783393803262836,A
20.530252149267056,A
20.51969924165541,A
20.65414799777083,A
21.426937021858564,A
19.257705929705494,A
20.621669872319078,A
19.622705600409628,A
19.317455482062464,A
20.75428930423212,A
21.467970836872908,A
18.637810960736314,A
20.088227966301112,A
19.35374509246457,A
20.114491938724917,A
19.3117399294093,A
21.622502573557757,A
20.1578594137098,A
20.461948467971716,A
20.193765333160574,A
21.191875376231753,A
18.593113959215646,A
20.313467889586,A
21.76998837007539,A
18.72933798235762,A
18.17341659901966,A
19.55154788911966,A
19.080377496768183,A
19.84260429038848,A
19.138156368292034,A
21.367159466892282,A
21.730685035249813,A
19.61265873902699,A
19.839935542245545,A
18.861814031380142,A
20.8728877255535,A
18.660226586492694,A
19.305579788637715,A
20.07212673557332,A
19.1220608438761,A
20.440852227277944,A
19.58210193456545,A
19.998747124765103,A
21.646185126561605,A
19.283755984915786,A
18.535226755164285,A
19.79027669938406,A
21.959077646401628,A
19.507633629321575,A
21.165292838833807,A
19.577987185781893,A
21.087153776597187,A
20.36884634557744,A
20.129815324644248,A
20.275329550692316,A
18.424336225572475,A
20.576791220782866,A
20.586122873437073,A
20.802882052878488,A
19.20885688130714,A
19.16044046661332,A
20.572620447516655,A
19.89197747437914,A
18.391303285944346,A
20.353066976842086,A
19.659097855228026,A
20.16829924871253,A
19.52480113994303,A
19.115007140128046,A
18.266485174015674,A
19.281878048060065,A
20.52759160286916,A
19.84547121244031,A
20.266320709490515,A
19.227789881133855,A
18.82110744982953,A
20.458127011567022,A
20.017219819825947,A
20.061808923576443,A
20.6489778597053,A
18.379620325136116,A
21.067376995368576,A
20.75178248011859,A
19.653774348367207,A
20.090599576249332,A
18.605769109876885,A
21.169398484684347,A
18.618299530421044,A
19.84707179706143,A
19.182132264939455,A
19.375613049649537,A
19.23230843202014,A
19.545667559613545,A
20.405354178698776,A
19.630272079064614,A
19.565459661619776,A
20.137843185821914,A
20.23634710789755,A
19.22894616982737,A
20.890874304526378,A
18.950431623864663,A
20.057031806343026,A
21.275944736773056,A
20.14565872390046,A
20.818658689526664,A
20.36860209835693,A
20.76373601560833,A
20.174611377651882,A
20.70646091217671,A
19.60275185198617,A
19.743038143794,A
20.00126808210471,A
19.451937011352456,A
19.16820748178366,A
19.41683222615785,A
18.014543449424707,A
19.61336005470573,A
17.753881147675898,A
19.77339373102567,A
19.67012709332178,A
20.125466168628133,A
19.7852283394719,A
19.846922798515124,A
21.419734989616984,A
18.58248540839156,A
20.17012681465394,A
20.265225080691636,A
20.220392255841578,A
20.666021097331765,A
18.508836641030925,A
20.243089309711394,A
21.409368790041825,A
19.52465036995172,A
19.226159201668224,A
18.53291220229204,A
19.196002984834156,A
18.996230167795485,A
21.094617162815773,A
21.630270842301474,A
18.032163935832692,A
20.576635920614848,A
19.276041338318965,A
19.319837005729497,A
20.929799291053687,A
19.86309994821275,A
18.865263535144766,A
19.79882522802507,A
21.087528802644506,A
20.346818130363523,A
20.340607001034954,A
20.577284120536714,A
18.796632028083238,A
20.049039461135507,A
19.226599571715447,A
20.86550905772834,A
19.784574720049797,A
20.60279029371279,A
20.097368620017416,A
18.83017826102929,A
20.028295234915475,A
18.595335672582205,A
18.249009245375362,A
20.273688448271425,A
20.6463096475987,A
22.062777606016763,A
20.09505548113347,A
19.113238616800167,A
19.21357248456703,A
21.068230648197712,A
20.046998724769136,A
21.632454765102935,A
20.804269044741403,A
19.272224633425616,A
19.37576026443149,A
20.572848724760533,A
16.819422923999475,A
20.587343555710678,A
18.97588531040536,A
19.84063181277594,A
20.600588855819833,A
21.107532096291813,A
19.214583602316356,A
20.334479685388803,A
18.335103449829088,A
19.516212204250547,A
19.460414075588236,A
20.469149040334507,A
19.186587090161225,A
18.49317901259977,A
20.251788457445276,A
18.750802366979105,A
19.207232549216634,A
20.354662195857635,A
19.87854508471336,A
20.377656912054945,A
20.697665963680063,A
20.043888671162282,A
21.36915401954377,A
19.925308083064877,A
20.3632194750277,A
18.56334220600287,A
20.60341435166471,A
20.034147289681083,A
19.418359578656393,A
20.96133244649067,A
20.66953871137421,A
19.21655377310524,A
20.584915299324354,A
18.72735605316724,A
19.7394493850436,A
21.080289729562754,A
21.377544513649845,A
20.779810757105516,A
19.58793685354017,A
20.85521127527561,A
20.520678301491834,A
19.127768913212908,A
20.877588032267283,A
19.563016250540436,A
20.514785634455688,A
19.507374776051215,A
19.450478693171473,A
19.73139520632423,A
19.63240159702289,A
19.4532036652761,A
21.083911381532364,A
22.17667545016878,A
19.67047282214996,A
19.940977106503237,A
20.65475001645447,A
19.171397932566823,A
20.05443133299967,A
20.236028663194517,A
20.720074148388708,A
19.241435498717518,A
22.23500789468731,A
19.070674371678805,A
19.335562187476626,A
19.533888228187607,A
19.127268801967155,A
20.63514483894665,A
20.780816782149447,A
20.585787610421473,A
19.033837349224587,A
20.16887220415885,A
20.83650145825691,A
19.72851546025712,A
21.538732604922433,A
20.374832274151753,A
20.778182540821597,A
20.842187883829496,A
18.695425625484788,A
20.96618865413201,A
19.0775055217372,A
19.468639031168884,A
19.031195810219707,A
20.96187498672258,A
20.278193704888025,A
20.804664027683188,A
19.44050860583344,A
20.745196856009784,A
21.3719049455478,A
21.281895994339482,A
19.144431586810114,A
16.996576204799254,A
20.27180136648553,A
20.93944554989923,A
19.858467576843413,A
19.966300327854047,A
20.186890564493048,A
21.05237660887964,A
21.184800158725473,A
19.602115777611306,A
20.039677748264108,A
19.32020368374154,A
21.476135247917682,A
21.60666567688326,A
20.694557690179018,A
19.065987590119505,A
20.18264445927372,A
19.531989996627548,A
19.93594394380397,A
18.755327272737354,A
20.42902465314426,A
20.056351855030123,A
18.24170137998931,A
19.22155240937655,A
19.633365264382412,A
19.37964857430159,A
20.044879922739092,A
19.952703833559582,A
19.181223806884308,A
21.467523249956223,A
21.044403806707408,A
18.300106578009377,A
19.446210006972336,A
19.55808574591487,A
20.24113617171926,A
19.429196913004265,A
19.524817059965596,A
18.889798703736144,A
19.914347424295997,A
20.00844569323775,A
18.541914245431702,A
20.371125648633907,A
20.101478940171518,A
19.253489266555917,A
18.647382147928866,A
20.649148543389224,A
19.21863861274952,A
20.830796857254768,A
20.847268392603986,A
20.76128281269821,A
20.447172708364775,A
19.299790949483985,A
18.621319216598756,A
20.173562707022406,A
18.5271040023197,A
19.70084023358104,A
21.004170231734953,A
20.722687106300192,A
22.172861767405582,A
20.040926711812475,A
19.994792443628974,A
20.155815380518483,A
20.91362614884887,A
20.307124508604662,A
20.697612476741778,A
18.69069173591471,A
20.356810422356055,A
20.224590159738096,A
22.516830172095673,A
20.230354567092114,A
19.13526657066076,A
20.84563214443763,A
19.497559599910375,A
19.20638425676571,A
20.74308169476187,A
18.259475243212687,A
20.7166810902242,A
21.164102952940922,A
19.317496120784746,A
18.087953834895696,A
20.08311401994163,A
20.417444987568025,A
19.97678456698637,A
19.11475580108127,A
19.96459517584769,A
21.48818960491233,A
20.415946721296613,A
21.324739019667206,A
20.61621847380549,A
18.160452835274736,A
19.08529968855739,A
19.434265960815047,A
19.736532688577512,A
19.62814464231439,A
20.586561598006995,A
18.230212987568713,A
18.77989215790238,A
21.08401118472085,A
19.19394550649252,A
21.569370269820624,A
19.97297562032915,A
19.33706863659512,A
19.373705204866948,A
19.486384532056416,A
21.19586142167716,A
20.432482098728457,A
19.189985346971056,A
21.192659278445703,A
18.436799863103115,A
22.11805975825929,A
19.069134182612263,A
20.10147132781235,A
20.489476034665756,A
19.879643351994204,A
19.31792273201333,A
20.625942874167613,A
19.502668955467545,A
21.862671341440123,A
19.7687324846984,A
19.893298863454802,A
20.15192884190904,A
19.187911620025545,A
18.021690322799188,A
19.76908561869044,A
21.106918906421086,A
19.143756443399838,A
18.9529859893934,A
19.36428275470093,A
20.017667782848072,A
20.485917762439577,A
22.038736124484636,A
18.222078874821754,A
19.317110767285115,A
19.028554885212767,A
20.554062565469398,A
18.412989347995456,A
20.703170220628103,A
19.14244792845706,A
17.385055419789797,A
20.374849472588643,A
19.21986027182681,A
19.50223050453932,A
21.28006281719153,A
19.611974229065872,A
18.7968797801336,A
19.898831365672894,A
19.78253733121367,A
20.427044200755493,A
19.456097948412697,A
18.673187233331902,A
19.00852212224916,A
19.99459890097544,A
20.50447275160669,A
20.405555196801135,A
21.48708746113489,A
19.94014230376535,A
20.316432318753208,A
20.283891718060467,A
17.749529153989055,A
20.843812545694394,A
20.126722529791024,A
20.346170945006712,A
22.244734564966897,A
19.58507545814713,A
20.100967282743994,A
18.77130788172247,A
19.994374795932817,A
20.186398800713995,A
20.913606108391118,A
22.0859936901594,A
20.074856076719094,A
19.857735608422743,A
20.721234606558333,A
20.609282848914063,A
19.49442729157512,A
19.20388643091489,A
21.6231331320623,A
20.329093981886295,A
19.937842188106703,A
20.172874582601864,A
18.988037733025372,A
20.853135334899797,A
20.080074326449793,A
22.049669417606157,A
20.252167410638304,A
19.484234246497493,A
20.007513125305827,A
18.665354106286124,A
19.842899710486115,A
20.155767906078733,A
19.65035539144221,A
18.601426780910632,A
19.451480950096645,A
20.16540286559827,A
19.999888004836315,A
18.50525300481536,A
19.465353129336332,A
18.826353291984944,A
19.633658153147103,A
19.653844174913033,A
19.448290837866768,A
19.902230555790034,A
19.438176759746703,A
19.74667425701194,A
19.49334765799356,A
19.339997737479365,A
18.380598338240357,A
19.73617670777267,A
19.1783042458919,A
20.16177785599465,A
20.791937398113475,A
21.92276096477553,A
20.659819811478542,A
18.898620099345763,A
19.146267220260818,A
18.906661064525192,A
19.471136464705815,A
18.54622257992089,A
19.71618117588829,A
18.244708054943978,A
19.75539704271001,A
18.976589167662166,A
19.206341220652604,A
21.266590122777032,A
21.358791674335798,A
19.368080251628932,A
18.42948431099459,A
20.630185241527897,A
21.2891549828842,A
20.413292013960007,A
21.765186095989247,A
21.379041080799364,A
20.99028988392584,A
19.890947617425155,A
21.021256133836687,A
20.763493201873658,A
19.117027059559412,A
19.620646543612764,A
19.535912089016385,A
20.336854195183662,A
19.701671362679143,A
20.479716069010948,A
20.60722180285758,A
19.500769234852434,A
19.621962928836126,A
19.366297364669514,A
20.938435601623986,A
18.98897320973448,A
17.725621815729674,A
20.16168772375394,A
19.663911004279505,A
21.000041374463176,A
22.15514501325088,A
18.566177715705553,A
20.203596929829956,A
19.836139769266115,A
19.70502668320218,A
19.67156328415579,A
20.12578662627293,A
19.03720334455919,A
19.495191120443494,A
19.72538322747019,A
19.40992141571867,A
20.34852152597438,A
20.530761782620253,A
20.772076325003546,A
20.83996453019078,A
20.682616430275583,A
22.477199153841525,A
18.91967788874805,A
18.653963770742973,A
19.946655612053505,A
21.176650192724235,A
20.642841135059655,A
20.855383770954603,A
19.721773130978967,A
21.225676996187016,A
19.379571287672192,A
19.639900777498745,A
21.188244832178583,A
20.15246089849188,A
18.52173115071678,A
20.121222315977626,A
19.90039793508663,A
19.001702574082124,A
20.229355561777254,A
19.022116009605924,A
20.243728135475507,A
20.9088946719158,A
19.22001992792615,A
19.540819975910736,A
18.853301764909148,A
19.00336306247805,A
19.85849988678483,A
19.103895304921757,A
20.956664410307624,A
19.509045379970644,A
19.813400403635992,A
21.07046801654008,A
19.181833093655285,A
21.39557494116584,A
19.184750477107674,A
20.031479175799817,A
20.571704511292964,A
20.3503801593658,A
20.041464735505063,A
20.633979064554723,A
20.16728120991241,A
20.97800492568092,A
20.454171843287767,A
19.03723126619873,A
20.165010074391535,A
20.932368506969155,A
20.115933614587615,A
18.69793762767661,A
20.056327105422145,A
21.35211617681433,A
21.877636424504036,A
18.835754071161404,A
19.9238897533796,A
19.30759225833649,A
18.449363654191806,A
22.077645786226185,A
18.807670814924947,A
20.823817404990745,A
20.315831981893407,A
19.792369790677995,A
21.372632548436354,A
20.025128106520622,A
21.92457553445949,A
19.562808048229233,A
18.726732127258916,A
20.796607456185754,A
20.16444703412532,A
17.830300602286723,A
20.191555476643945,A
19.48241433683647,A
21.38179626838832,A
19.616136228603235,A
18.723133735553834,A
20.16467561801044,A
19.635227715220555,A
20.566952488545,A
19.194088343801287,A
20.771972573699976,A
18.844422003337876,A
21.044349110551142,A
20.198706629303494,A
20.43539274404481,A
20.3816818809761,A
21.19376984375577,A
18.79036143629694,A
17.258326124793747,A
18.664252280411798,A
20.383197221876312,A
20.733158903926984,A
20.55155890225322,A
20.93639726235023,A
20.494064279782442,A
19.346166022202556,A
20.136486220389784,A
20.898366148918555,A
18.511384238838474,A
19.98341165480884,A
18.697064985808126,A
18.942433494021074,A
19.782067131347073,A
22.06594461430434,A
18.095172960042767,A
20.764807076047685,A
19.497661167751296,A
19.723001985885087,A
21.022627549212423,A
19.753485552970762,A
19.626403523611028,A
20.05827303006121,A
20.719819761904112,A
20.477919323877405,A
20.192464511397517,A
20.25049815223391,A
18.84371897533733,A
21.59890711552233,A
21.244388626168284,A
19.254589096369923,A
19.48737009754402,A
20.587925851991667,A
19.997940137398622,A
20.497846281066177,A
19.89473406421037,A
20.15006647068838,A
19.915043616637753,A
19.706125286381617,A
18.304136419200375,A
19.06455852321495,A
20.00703657308658,A
19.306793490715876,A
20.08567848563826,A
21.898937066125498,A
19.17074810250377,A
20.33130945709558,A
19.967792717394676,A
18.19135967600837,A
19.359655446076392,A
19.695585323220797,A
18.975812384280175,A
20.528020820747074,A
21.468766076040556,A
21.697494483281737,A
21.74631718216395,A
20.43769967194001,A
