_id,deliver_day,order_id,order_criation_day,sending_day,receiver,sender,product,quantity,transit_time,lead_time,theoretical_lead,transaction_id
66,46,5000029,38,38,4,5,5001,129507569,,,8,66
67,45,5000029,38,38,4,5,5001,129507569,,,7,67
68,55,5000030,39,39,4,5,5001,135496141,,,16,68
69,52,5000030,39,39,4,5,5001,135496141,,,13,69
70,54,5000031,40,40,4,5,5001,141307976,,,14,70
71,50,5000031,40,40,4,5,5001,141307976,,,10,71
72,50,5000032,41,41,4,5,5001,146951226,,,9,72
73,54,5000032,41,41,4,5,5001,146951226,,,13,73
74,50,5000033,42,42,4,5,5001,152433312,,,8,74
75,56,5000033,42,42,4,5,5001,152433312,,,14,75
76,54,5000034,43,43,4,5,5001,157761488,,,11,76
77,52,5000034,43,43,4,5,5001,157761488,,,9,77
78,53,5000035,44,44,4,5,5001,162942210,,,9,78
79,48,5000035,44,44,4,5,5001,162942210,,,4,79
80,57,5000036,45,45,4,5,5001,167981836,,,12,80
81,57,5000036,45,45,4,5,5001,167981836,,,12,81
82,58,5000037,46,46,4,5,5001,172886195,,,12,82
83,54,5000037,46,46,4,5,5001,172886195,,,8,83
84,57,5000038,47,47,4,5,5001,177662767,,,10,84
85,58,5000038,47,47,4,5,5001,177662767,,,11,85
86,56,5000039,48,48,4,5,5001,182315491,,,8,86
87,61,5000039,48,48,4,5,5001,182315491,,,13,87
88,60,5000040,49,49,4,5,5001,186849888,,,11,88
89,62,5000040,49,49,4,5,5001,186849888,,,13,89
90,51,5000041,50,50,4,5,5001,191270694,,,1,90
91,62,5000041,50,50,4,5,5001,191270694,,,12,91
92,63,5000042,51,51,4,5,5001,195582509,,,12,92
93,62,5000042,51,51,4,5,5001,195582509,,,11,93
94,66,5000043,52,52,4,5,5001,199789568,,,14,94
95,65,5000043,52,52,4,5,5001,199789568,,,13,95
96,62,5000044,53,53,4,5,5001,203896048,,,9,96
97,65,5000044,53,53,4,5,5001,203896048,,,12,97
98,61,5000045,54,54,4,5,5001,207905796,,,7,98
99,66,5000045,54,54,4,5,5001,207905796,,,12,99
100,65,5000046,55,55,4,5,5001,211822508,,,10,100
101,63,5000046,55,55,4,5,5001,211822508,,,8,101
102,64,5000047,56,56,4,5,5001,215649599,,,8,102
103,67,5000047,56,56,4,5,5001,215649599,,,11,103
104,70,5000048,57,57,4,5,5001,219390194,,,13,104
105,71,5000048,57,57,4,5,5001,219390194,,,14,105
106,66,5000049,58,58,4,5,5001,223047591,,,8,106
107,64,5000049,58,58,4,5,5001,223047591,,,6,107
108,72,5000050,59,59,4,5,5001,226624681,,,13,108
109,127,1000117,117,117,0,1,1001,3031,,,10,109
110,133,1000117,117,117,0,1,1001,3031,,,16,110
111,132,1000118,118,118,0,1,1001,3031,,,14,111
112,132,1000119,119,119,0,1,1001,3031,,,13,112
