Tempo,Teste
19.146,A
20.661,A
20.241999999999997,A
20.901000000000003,A
21.697,A
20.445999999999998,A
19.214000000000002,A
19.77,A
18.782,A
21.775000000000002,A
20.026000000000003,A
21.762,A
20.44,A
20.137999999999998,A
21.906,A
20.673000000000002,A
19.378,A
20.898999999999997,A
20.158,A
20.955000000000002,A
19.097,A
20.521,A
19.625999999999998,A
18.633000000000003,A
21.176000000000002,A
19.698,A
19.665,A
19.575,A
19.927,A
20.002,A
21.222,A
21.672,A
19.476,A
18.89,A
19.668,A
18.602,A
21.306,A
22.353,A
20.279,A
22.572000000000003,A
19.044,A
21.141000000000002,A
20.579,A
19.431,A
22.183,A
20.881,A
20.323,A
20.198999999999998,A
19.901,A
20.134,A
18.099000000000004,A
19.604,A
19.898,A
19.817,A
18.615000000000002,A
20.924,A
20.056,A
20.753999999999998,A
18.178,A
18.461000000000002,A
20.144000000000002,A
21.834000000000003,A
20.973000000000003,A
19.302,A
21.482,A
19.781,A
21.45,A
20.183,A
20.131,A
18.741999999999997,A
22.984,A
20.448,A
19.226,A
18.265,A
20.176000000000002,A
20.827999999999996,A
19.113,A
20.951,A
19.524,A
19.476,A
20.973000000000003,A
19.996000000000002,A
20.474999999999998,A
17.949,A
20.901,A
19.613999999999997,A
19.887999999999998,A
20.275000000000002,A
19.05,A
18.286,A
21.305999999999997,A
20.926000000000002,A
21.297000000000004,A
18.82,A
19.588,A
20.229,A
20.469,A
20.349,A
19.814,A
18.840000000000003,A
19.415000000000003,A
19.527,A
19.625999999999998,A
21.161,A
20.336,A
21.526,A
19.848999999999997,A
20.925,A
20.042,A
19.973999999999997,A
20.070999999999998,A
20.047,A
21.151,A
20.697000000000003,A
20.195,A
18.15,A
20.408,A
20.792,A
19.049,A
20.181,A
19.909,A
19.941,A
21.226,A
19.585,A
20.586,A
20.206000000000003,A
20.039,A
21.27,A
17.72,A
20.439,A
21.378999999999998,A
19.040000000000003,A
19.985999999999997,A
19.817,A
19.457,A
19.468,A
21.343,A
21.125,A
18.691,A
20.22,A
20.382,A
21.739,A
21.898999999999997,A
19.096,A
20.866,A
19.695,A
19.392,A
19.232,A
20.356,A
18.409,A
21.392,A
19.734,A
19.272,A
18.958000000000002,A
20.994,A
19.497,A
19.566000000000003,A
17.924,A
18.881,A
20.037999999999997,A
19.712,A
19.52,A
20.808999999999997,A
20.491999999999997,A
17.865,A
20.137,A
20.184,A
21.779,A
20.518,A
18.464,A
18.426000000000002,A
18.14,A
19.358,A
21.168,A
20.895999999999997,A
19.599,A
20.804000000000002,A
19.784,A
19.922,A
20.308999999999997,A
19.485,A
19.029999999999998,A
19.902,A
20.330000000000002,A
19.53,A
20.299,A
20.294,A
20.915,A
21.598,A
22.347,A
20.406,A
22.412,A
18.956,A
20.614,A
19.567999999999998,A
20.589,A
19.883,A
20.018,A
21.157,A
19.165999999999997,A
20.015,A
18.622,A
19.485,A
18.605999999999998,A
18.570999999999998,A
20.801000000000002,A
22.029999999999998,A
19.717000000000002,A
20.965,A
20.383,A
20.321,A
18.964,A
22.791,A
22.73,A
19.902,A
19.551,A
18.028,A
18.826999999999998,A
21.436,A
19.241,A
21.723,A
20.623,A
20.277,A
18.947,A
19.371000000000002,A
19.633,A
20.308999999999997,A
19.595,A
18.963,A
18.996,A
19.592,A
19.761000000000003,A
20.314,A
20.389,A
20.088,A
19.639,A
19.325000000000003,A
18.665999999999997,A
20.653000000000002,A
21.121000000000002,A
18.867,A
19.979000000000003,A
19.674999999999997,A
19.849999999999998,A
17.988,A
20.577,A
20.624,A
20.287,A
21.422,A
20.9,A
21.491,A
20.231,A
20.222,A
20.083000000000002,A
20.122999999999998,A
22.272,A
19.252,A
20.941,A
21.058999999999997,A
21.051000000000002,A
20.997,A
19.22,A
19.105,A
19.933,A
20.692,A
20.268,A
20.173000000000002,A
20.615000000000002,A
20.014,A
19.643,A
21.584999999999997,A
20.88,A
20.462,A
19.676000000000002,A
17.704,A
20.372999999999998,A
20.451999999999998,A
20.840000000000003,A
21.433,A
21.762,A
19.224999999999998,A
19.329,A
20.284,A
20.026,A
21.205,A
19.577,A
18.997,A
18.304,A
18.307,A
20.524,A
20.768,A
20.27,A
18.505,A
20.214,A
21.497,A
19.615000000000002,A
20.164,A
22.612000000000002,A
19.564,A
21.146,A
20.099,A
20.102,A
19.744,A
19.66,A
20.835,A
19.071,A
19.996000000000002,A
19.721,A
18.699,A
19.494,A
19.798,A
19.539,A
19.711999999999996,A
18.687,A
18.646,A
19.625,A
19.310000000000002,A
18.793,A
19.794,A
20.407,A
20.161,A
20.945,A
19.493,A
20.044999999999998,A
19.215,A
20.311,A
20.211,A
21.445999999999998,A
20.505,A
20.055,A
19.323,A
18.456,A
20.268,A
20.365,A
19.262,A
20.012,A
17.813,A
19.489,A
18.785,A
20.764,A
20.477999999999998,A
19.666,A
20.985,A
21.078000000000003,A
18.923000000000002,A
21.05,A
20.511,A
19.686,A
20.173000000000002,A
20.301,A
22.405,A
20.418,A
19.419,A
20.877,A
20.746,A
20.576,A
21.006,A
19.384,A
22.511,A
22.361,A
18.869999999999997,A
19.503,A
20.103,A
19.47,A
21.677999999999997,A
20.877,A
18.457,A
20.127,A
20.122,A
21.567,A
21.048,A
19.921,A
18.604,A
18.543,A
16.997,A
20.316000000000003,A
19.556,A
20.353,A
21.052999999999997,A
21.051000000000002,A
20.607,A
20.536,A
18.910999999999998,A
20.83,A
17.099999999999998,A
18.717000000000002,A
20.045,A
19.061,A
19.761000000000003,A
21.502,A
17.927,A
20.466,A
18.985999999999997,A
19.61,A
20.125,A
19.028,A
18.715,A
19.647,A
19.766000000000002,A
19.288,A
18.084,A
21.851000000000003,A
17.951,A
20.205,A
21.102,A
19.093999999999998,A
20.737000000000002,A
17.813,A
19.487000000000002,A
20.817,A
21.578000000000003,A
18.037,A
20.143,A
19.691000000000003,A
21.448,A
18.177,A
20.105,A
20.584,A
20.041,A
21.217,A
20.976,A
19.628,A
19.21,A
20.707,A
19.948999999999998,A
18.226,A
19.049,A
21.119,A
18.964,A
20.859,A
20.752,A
20.272000000000002,A
18.341,A
18.916,A
19.317999999999998,A
20.369,A
20.537,A
20.627,A
20.332,A
19.028,A
20.619,A
19.326999999999998,A
18.341,A
19.166,A
18.209,A
20.312,A
21.248000000000005,A
20.372,A
20.284,A
17.468,A
17.182,A
21.061,A
21.496000000000002,A
19.628999999999998,A
18.729,A
20.785999999999998,A
19.326,A
18.721999999999998,A
20.667,A
20.621000000000002,A
19.704,A
20.285999999999998,A
19.248,A
18.015,A
20.899,A
20.379,A
19.865000000000002,A
19.912,A
21.494,A
18.414,A
20.386000000000003,A
19.308999999999997,A
18.936999999999998,A
22.13,A
19.674,A
20.34,A
20.177,A
20.604999999999997,A
19.418,A
19.159,A
20.103,A
20.582,A
19.161,A
21.266,A
20.648,A
19.305999999999997,A
20.429,A
19.717,A
18.565,A
20.332,A
20.022,A
20.916,A
20.552,A
19.827999999999996,A
19.318,A
19.903,A
19.677,A
21.191000000000003,A
20.637999999999998,A
19.116,A
21.463,A
20.200000000000003,A
20.835,A
19.97,A
19.069,A
20.128999999999998,A
18.796,A
20.195,A
19.317999999999998,A
19.567,A
19.36,A
19.526,A
19.145,A
19.88,A
20.994999999999997,A
22.163,A
21.382,A
18.912,A
19.179000000000002,A
21.087,A
19.207,A
17.73,A
21.566,A
20.081,A
20.762999999999998,A
20.291999999999998,A
19.315,A
21.346,A
20.7,A
18.719,A
20.697,A
20.0,A
18.345000000000002,A
19.721,A
19.757,A
21.099,A
21.77,A
21.567,A
18.119,A
19.566,A
20.538,A
18.09,A
20.485999999999997,A
20.160999999999998,A
21.025,A
20.898,A
18.89,A
20.201,A
20.547,A
20.644,A
19.223999999999997,A
21.218999999999998,A
19.664,A
17.793999999999997,A
20.342,A
19.455,A
19.863,A
18.458,A
20.171,A
19.784,A
20.863,A
19.686999999999998,A
19.994,A
20.261,A
21.087,A
19.639,A
18.887999999999998,A
19.792,A
20.825,A
19.17,A
19.685000000000002,A
20.085,A
20.913,A
19.941000000000003,A
19.96,A
18.805999999999997,A
21.208,A
22.005000000000003,A
20.555,A
21.173000000000002,A
19.807,A
19.221,A
19.63,A
20.586000000000002,A
19.927,A
21.419000000000004,A
21.441,A
21.586,A
20.062,A
20.831,A
20.575,A
19.573,A
20.8,A
21.671999999999997,A
18.733,A
19.941,A
20.471,A
19.725,A
20.036,A
21.026000000000003,A
22.176000000000002,A
19.793,A
19.907999999999998,A
20.178,A
19.472,A
19.912,A
20.205,A
21.198,A
21.185000000000002,A
20.276,A
19.977999999999998,A
19.096999999999998,A
19.938,A
19.432,A
22.342,A
21.282000000000004,A
19.352999999999998,A
18.515,A
20.451,A
19.161,A
19.489,A
20.707,A
20.610999999999997,A
20.612000000000002,A
20.201999999999998,A
20.567,A
20.786,A
20.251,A
19.294,A
21.101,A
21.995,A
19.869,A
19.607,A
20.45,A
18.42,A
20.399,A
18.418,A
17.765,A
19.402,A
20.352,A
18.945999999999998,A
20.439,A
19.778999999999996,A
20.103,A
18.673,A
20.105,A
20.152,A
20.933,A
19.486,A
22.583000000000002,A
19.975,A
20.568,A
20.155,A
16.871,A
20.138,A
20.345,A
20.379,A
17.796,A
16.398,A
20.692,A
19.805,A
20.866,A
18.724,A
19.540999999999997,A
19.977999999999998,A
19.826,A
18.26,A
18.971,A
18.830000000000002,A
20.825,A
18.106,A
19.839,A
19.83,A
18.981,A
19.145,A
20.13,A
20.128,A
20.612,A
17.718,A
18.304000000000002,A
20.344,A
19.877000000000002,A
19.841,A
20.418,A
19.607,A
20.701,A
19.535,A
20.842,A
20.624000000000002,A
19.729,A
20.801,A
19.508,A
19.022,A
20.201999999999998,A
21.163,A
21.925,A
19.211,A
17.533,A
21.055,A
21.429000000000002,A
20.106,A
20.023000000000003,A
20.454,A
20.128,A
19.998,A
21.22,A
21.220999999999997,A
20.092999999999996,A
20.104000000000003,A
22.005000000000003,A
20.586999999999996,A
20.624,A
21.208000000000002,A
20.157,A
18.369999999999997,A
20.452,A
19.651,A
18.221,A
18.789,A
19.871,A
19.144000000000002,A
21.414,A
17.070999999999998,A
20.887999999999998,A
19.626,A
18.162,A
20.945,A
21.441000000000003,A
19.71,A
19.701999999999998,A
19.613,A
18.869,A
19.296,A
19.834,A
19.01,A
20.682000000000002,A
20.079,A
21.008,A
21.454,A
18.57,A
21.072,A
18.882,A
19.329,A
19.165,A
19.195,A
20.907999999999998,A
21.165999999999997,A
18.851,A
18.619,A
18.886,A
19.679,A
18.034,A
20.082,A
20.19,A
19.084000000000003,A
21.415,A
20.597,A
20.764,A
20.35,A
22.025000000000002,A
20.918000000000003,A
20.414,A
20.859,A
19.64,A
21.067999999999998,A
19.978,A
18.476000000000003,A
19.407,A
21.735000000000003,A
18.572,A
20.542,A
19.403,A
19.889,A
20.722,A
22.288,A
18.855,A
19.751,A
21.221,A
19.461,A
19.329,A
20.769000000000002,A
20.113,A
19.22,A
20.197,A
21.018,A
20.052,A
20.473,A
20.572,A
19.762999999999998,A
18.902,A
18.949,A
19.983999999999998,A
20.155,A
18.957,A
21.771,A
19.692,A
21.237000000000002,A
19.094,A
20.591,A
20.973,A
18.749,A
19.523,A
18.796,A
17.186,A
19.887999999999998,A
20.466,A
19.359,A
20.486,A
19.523000000000003,A
18.065,A
20.164,A
19.523,A
18.279,A
19.956,A
19.083,A
20.329,A
21.796,A
19.861,A
19.101,A
21.076999999999998,A
19.669,A
18.92,A
19.064,A
20.139,A
19.867,A
19.779,A
21.339,A
20.189,A
18.903,A
21.018,A
20.925,A
19.496,A
19.166,A
19.783,A
21.525,A
17.528,A
19.67,A
19.938,A
19.750999999999998,A
19.681,A
19.032999999999998,A
20.001000000000005,A
20.092,A
19.586,A
22.085,A
21.711000000000002,A
21.476,A
20.061999999999998,A
20.366999999999997,A
21.006999999999998,A
19.661,A
16.651,A
20.951,A
20.132,A
21.119,A
19.499,A
20.151,A
19.996000000000002,A
20.675,A
20.084,A
21.403000000000002,A
20.083,A
19.983,A
19.109,A
19.541,A
19.787,A
20.455000000000002,A
20.791999999999998,A
20.168,A
20.651,A
21.683,A
20.358,A
21.243,A
21.006999999999998,A
18.953,A
19.325,A
19.369,A
19.036,A
20.903000000000002,A
20.983,A
20.765,A
19.945,A
20.403999999999996,A
19.713,A
18.914,A
17.305999999999997,A
19.267,A
19.319,A
19.490000000000002,A
20.172,A
20.887,A
20.173000000000002,A
19.428,A
19.858,A
20.963,A
18.507,A
20.551,A
20.212,A
19.649,A
20.872,A
19.008,A
20.197000000000003,A
19.277,A
21.779000000000003,A
19.159,A
20.532,A
19.834999999999997,A
20.875999999999998,A
19.612000000000002,A
18.438,A
19.671999999999997,A
20.557000000000002,A
20.053,A
19.745,A
20.168,A
19.915,A
21.988,A
19.548,A
18.223,A
20.077,A
19.627,A
20.374000000000002,A
21.264,A
20.657,A
20.066,A
20.188000000000002,A
18.849,A
19.34,A
19.718,A
19.022,A
19.595,A
19.730999999999998,A
22.137999999999998,A
20.567,A
20.605999999999998,A
20.849,A
18.677,A
20.109,A
19.541,A
19.675,A
19.453,A
20.085,A
21.169,A
20.382,A
19.825000000000003,A
20.242,A
19.789,A
17.242,A
20.55,A
18.653,A
20.113,A
21.532999999999998,A
19.319000000000003,A
21.834000000000003,A
20.146,A
18.273,A
19.631,A
20.812,A
19.853,A
20.105,A
20.012,A
21.446,A
18.618,A
19.981,A
19.951999999999998,A
20.715,A
19.947000000000003,A
20.944,A
19.59,A
21.083000000000002,A
20.286,A
19.938,A
18.442,A
20.348999999999997,A
21.79,A
19.766000000000002,A
20.742,A
19.125,A
21.109,A
18.762999999999998,A
21.359,A
20.112,A
20.693,A
20.569000000000003,A
18.747999999999998,A
20.261000000000003,A
20.467,A
19.376,A
19.078,A
21.874,A
19.873,A
19.686,A
19.893,A
21.113,A
19.88,A
19.319,A
20.149,A
21.012999999999998,A
22.028,A
19.031,A
19.112000000000002,A
18.999,A
20.43,A
18.688000000000002,A
20.759,A
18.868,A
20.146,A
20.164,A
20.776,A
21.043,A
19.996000000000002,A
20.034,A
22.043,A
20.291999999999998,A
20.107,A
20.748,A
20.951999999999998,A
19.578,A
18.364,A
19.375,A
20.096,A
19.462000000000003,A
20.450000000000003,A
21.21,A
20.708,A
19.502000000000002,A
18.862000000000002,A
19.189,A
17.836,A
19.470999999999997,A
19.527,A
18.637999999999998,A
20.508999999999997,A
20.171999999999997,A
20.228,A
20.492,A
19.56,A
20.561,A
19.465999999999998,A
18.639,A
19.603,A
19.009,A
20.632,A
22.066,A
21.455000000000002,A
20.022,A
19.214,A
20.404,A
21.733999999999998,A
20.426000000000002,A
19.816,A
19.62,A
19.238,A
17.639,A
20.703000000000003,A
19.243000000000002,A
18.96,A
19.003,A
20.195,A
19.891000000000002,A
21.563000000000002,A
20.704,A
21.617,A
18.6,A
18.959000000000003,A
20.295,A
19.643,A
19.112,A
19.466,A
20.501,A
19.621000000000002,A
19.417,A
18.249000000000002,A
20.506,A
18.814999999999998,A
21.182000000000002,A
20.05,A
19.345,A
21.226,A
19.498,A
18.733,A
19.779999999999998,A
19.007,A
19.525000000000002,A
20.224999999999998,A
19.254,A
20.032,A
19.69,A
20.15,A
19.145000000000003,A
21.092,A
19.582,A
19.552,A
18.248,A
18.990000000000002,A
20.422,A
19.319000000000003,A
20.408,A
20.148,A
22.025,A
19.894,A
21.052999999999997,A
20.732,A
20.494,A
20.646,A
20.899,A
18.492,A
18.503,A
18.742,A
19.613000000000003,A
18.587,A
18.969,A
18.898,A
18.353,A
20.108999999999998,A
20.833,A
19.401,A
19.709,A
19.744,A
19.501,A
20.404,A
19.8,A
19.098999999999997,A
20.207,A
18.471,A
19.218,A
19.124,A
21.376,A
21.427,A
19.524,A
19.506999999999998,A
21.856,A
19.956,A
19.987000000000002,A
18.956999999999997,A
20.168,A
19.509,A
20.041,A
19.180999999999997,A
19.736,A
21.218,A
19.954,A
18.821,A
19.493,A
18.941,A
20.36,A
20.89,A
20.767,A
19.88,A
20.863,A
21.852000000000004,A
19.921,A
20.442999999999998,A
19.487000000000002,A
18.649,A
21.442,A
18.796,A
18.828,A
20.505,A
19.261000000000003,A
20.698999999999998,A
22.092,A
21.108,A
20.116,A
19.315,A
20.059,A
20.701999999999998,A
19.419999999999998,A
20.011000000000003,A
21.06,A
18.069,A
19.267,A
19.871000000000002,A
20.457,A
18.599,A
20.89,A
21.092,A
21.782,A
20.491999999999997,A
22.386,A
20.061,A
20.408,A
20.023,A
18.194,A
21.235,A
20.82,A
19.634,A
20.589,A
20.882,A
21.615,A
20.724,A
19.711,A
20.892000000000003,A
19.979,A
19.767,A
19.86,A
19.124,A
21.55,A
19.046,A
20.096,A
19.573,A
19.671,A
20.366,A
20.683,A
19.962,A
21.283,A
20.509,A
21.125,A
18.732,A
20.189999999999998,A
19.192,A
19.012999999999998,A
19.203999999999997,A
20.523,A
19.418,A
20.133,A
17.84,A
20.189999999999998,A
20.871000000000002,A
20.153,A
19.352,A
17.798000000000002,A
20.180999999999997,A
21.714,A
18.406,A
19.814,A
19.832,A
19.48,A
18.346,A
19.525,A
20.513,A
18.368,A
19.689,A
19.546,A
20.038999999999998,A
22.101999999999997,A
17.72,A
20.6,A
19.742,A
19.189999999999998,A
20.413999999999998,A
19.579,A
18.441000000000003,A
23.138,A
20.503,A
19.906000000000002,A
21.366999999999997,A
20.026,A
20.938000000000002,A
20.942,A
21.244,A
18.289,A
21.293999999999997,A
22.106,A
20.794,A
19.944,A
19.801000000000002,A
21.502,A
19.116,A
21.546999999999997,A
19.028,A
19.065,A
22.271,A
18.991,A
19.009999999999998,A
19.705999999999996,A
19.575,A
20.003,A
17.759,A
20.158,A
20.12,A
20.401,A
18.400000000000002,A
18.42,A
19.749000000000002,A
20.483,A
20.323999999999998,A
20.206,A
20.836,A
20.453,A
20.232,A
20.167,A
20.633,A
20.688000000000002,A
19.0,A
19.134,A
20.807000000000002,A
21.026,A
20.225,A
20.198999999999998,A
20.552,A
19.262,A
22.025,A
21.974000000000004,A
19.740000000000002,A
21.362000000000002,A
19.844,A
19.275,A
18.866999999999997,A
18.654000000000003,A
20.005000000000003,A
20.792,A
19.832,A
20.104,A
19.301,A
20.238999999999997,A
20.334999999999997,A
17.559,A
19.903,A
18.227,A
20.104,A
21.169,A
21.101,A
21.306,A
21.687,A
20.674,A
21.46,A
20.22,A
21.658,A
19.351,A
21.667,A
18.593,A
21.439999999999998,A
21.473,A
20.655,A
20.672,A
19.034,A
20.002,A
18.952,A
19.219,A
20.404,A
19.061,A
20.349999999999998,A
19.811999999999998,A
20.762999999999998,A
20.762,A
18.422,A
20.047,A
20.823,A
21.163,A
18.683999999999997,A
20.735999999999997,A
18.512,A
20.168000000000003,A
19.535999999999998,A
20.774,A
19.772,A
18.821,A
17.631,A
17.247,A
19.999,A
19.868000000000002,A
20.419,A
20.721999999999998,A
21.473999999999997,A
21.106,A
20.508,A
18.833,A
22.077,A
22.645,A
19.132,A
18.342,A
17.962,A
18.956,A
19.281,A
20.979,A
19.592,A
18.386,A
21.409,A
20.161,A
21.959,A
20.528,A
20.006,A
19.602999999999998,A
19.26,A
19.302999999999997,A
18.762,A
20.953000000000003,A
18.756999999999998,A
19.672,A
19.911,A
19.035,A
19.698999999999998,A
20.59,A
18.267,A
20.261,A
21.749000000000002,A
22.308,A
20.373,A
19.432000000000002,A
20.62,A
19.508,A
19.999,A
19.997,A
19.599999999999998,A
20.076999999999998,A
18.445999999999998,A
19.281,A
20.069,A
21.561999999999998,A
19.992,A
17.07,A
19.31,A
17.919,A
20.546000000000003,A
20.774,A
19.436999999999998,A
20.682000000000002,A
18.67,A
20.708000000000002,A
18.374000000000002,A
19.491,A
21.294000000000004,A
20.659,A
20.552999999999997,A
21.245,A
18.725,A
19.741999999999997,A
18.122999999999998,A
20.648000000000003,A
19.177,A
18.988,A
20.787,A
19.576999999999998,A
20.628999999999998,A
20.294,A
19.731,A
18.063,A
18.345,A
20.657999999999998,A
19.902,A
19.154999999999998,A
19.797,A
18.916,A
20.29,A
19.997,A
19.759999999999998,A
19.46,A
20.608999999999998,A
21.965,A
19.329,A
18.576,A
21.781999999999996,A
20.377,A
18.523,A
20.737000000000002,A
20.485999999999997,A
19.359,A
20.256999999999998,A
20.289,A
19.602,A
21.049,A
19.116,A
21.311,A
19.789,A
18.351,A
20.913,A
20.52,A
21.723999999999997,A
20.945,A
21.285,A
18.110999999999997,A
18.490000000000002,A
20.172,A
19.621,A
20.892,A
20.679,A
18.476,A
20.378,A
19.901,A
21.436,A
19.738,A
20.962999999999997,A
19.673,A
20.596,A
17.586,A
21.422,A
20.02,A
19.14,A
20.18,A
19.220000000000002,A
20.64,A
19.96,A
19.58,A
21.098,A
21.292,A
20.234,A
20.176000000000002,A
20.342,A
22.156000000000002,A
18.913,A
21.305,A
19.902,A
20.235000000000003,A
21.623,A
19.358,A
19.967999999999996,A
21.328000000000003,A
18.355,A
18.766,A
19.689,A
20.016,A
19.156,A
19.657,A
18.088,A
19.567,A
19.971,A
20.323,A
19.033,A
21.145,A
18.887,A
20.508,A
21.009,A
20.048000000000002,A
20.536,A
19.015,A
20.714,A
20.382,A
20.343,A
20.81,A
18.184,A
22.523,A
21.262999999999998,A
20.922,A
18.52,A
20.769,A
21.579,A
19.194999999999997,A
19.502999999999997,A
20.415999999999997,A
20.261,A
20.378999999999998,A
19.840000000000003,A
20.609,A
19.521,A
18.637,A
21.242,A
18.692,A
19.966,A
20.987000000000002,A
18.318,A
19.461,A
20.357,A
20.593,A
22.17,A
19.575,A
19.769000000000002,A
20.088,A
18.847,A
18.976999999999997,A
20.064,A
19.998,A
19.904,A
21.416999999999998,A
20.099,A
20.615,A
20.175,A
20.256999999999998,A
20.294000000000004,A
20.948,A
18.256,A
19.523000000000003,A
20.238999999999997,A
21.666,A
18.555,A
19.251999999999995,A
19.704,A
18.576999999999998,A
19.631,A
20.364,A
19.36,A
18.481,A
20.989,A
20.631999999999998,A
20.689,A
21.184,A
19.519,A
19.296000000000003,A
20.995,A
20.014,A
19.958000000000002,A
19.162,A
19.281999999999996,A
20.724,A
20.79,A
20.040999999999997,A
19.203,A
18.381,A
20.067,A
19.418000000000003,A
19.368000000000002,A
19.595,A
19.108999999999998,A
20.211999999999996,A
20.21,A
19.735,A
20.673000000000002,A
19.402,A
20.761,A
20.436,A
21.558,A
19.767,A
21.183,A
19.889,A
20.118000000000002,A
20.151000000000003,A
20.862,A
21.156,A
18.378,A
19.799999999999997,A
20.898000000000003,A
20.219,A
18.807,A
20.837,A
18.409,A
20.570999999999998,A
19.478,A
19.418,A
19.607,A
19.997,A
19.572,A
19.28,A
20.97,A
19.034,A
21.006,A
20.192,A
19.954,A
21.248,A
18.801,A
21.198,A
18.485,A
19.018,A
19.732,A
21.501,A
18.996000000000002,A
21.275000000000002,A
18.723999999999997,A
21.128,A
19.03,A
20.847,A
20.808,A
19.726,A
19.259,A
18.57,A
20.541,A
17.931,A
19.851,A
22.612000000000002,A
19.27,A
21.731,A
20.000999999999998,A
20.255000000000003,A
20.013,A
18.673,A
20.107,A
21.654,A
19.527,A
19.951,A
18.229,A
20.736,A
21.077999999999996,A
19.587,A
19.61,A
19.41,A
20.883,A
19.231,A
20.329,A
18.939999999999998,A
22.047,A
22.134999999999998,A
19.115,A
20.148000000000003,A
17.506,A
21.854,A
20.91,A
19.789,A
19.817,A
19.718000000000004,A
17.804000000000002,A
18.743,A
20.463,A
19.737000000000002,A
20.717,A
19.084,A
20.452,A
19.604000000000003,A
19.669,A
20.449,A
18.665000000000003,A
20.288999999999998,A
20.652,A
18.959,A
22.847,A
20.929000000000002,A
20.684,A
21.531999999999996,A
19.923,A
21.311,A
20.058,A
20.773,A
20.175,A
20.650000000000002,A
19.865000000000002,A
19.115,A
18.705,A
19.013,A
19.154,A
19.955,A
21.014,A
19.211,A
20.527,A
19.628999999999998,A
19.288999999999998,A
20.391,A
19.731,A
19.004,A
20.029,A
22.079,A
20.759,A
19.466,A
21.28,A
